"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"30.06.2015","0,41","0,43","0,46","0,41","1,96M","-2,38%"
"29.06.2015","0,42","0,45","0,45","0,41","756,00K","-4,55%"
"26.06.2015","0,44","0,42","0,44","0,42","371,00K","4,76%"
"25.06.2015","0,42","0,43","0,43","0,42","819,00K","-2,33%"
"24.06.2015","0,43","0,43","0,44","0,43","886,00K","0,00%"
"23.06.2015","0,43","0,44","0,44","0,43","750,00K","0,00%"
"22.06.2015","0,43","0,44","0,44","0,43","766,00K","-2,27%"
"19.06.2015","0,44","0,45","0,45","0,43","760,00K","0,00%"
"18.06.2015","0,44","0,45","0,46","0,44","852,00K","0,00%"
"17.06.2015","0,44","0,44","0,45","0,44","1,06M","2,33%"
"16.06.2015","0,43","0,43","0,44","0,43","471,00K","-2,27%"
"15.06.2015","0,44","0,44","0,44","0,43","193,00K","0,00%"
"12.06.2015","0,44","0,44","0,44","0,43","257,00K","0,00%"
"11.06.2015","0,44","0,44","0,44","0,44","201,00K","0,00%"
"10.06.2015","0,44","0,44","0,44","0,44","300,00K","0,00%"
"09.06.2015","0,44","0,44","0,44","0,43","1,27M","2,33%"
"08.06.2015","0,43","0,44","0,44","0,43","817,00K","-2,27%"
"05.06.2015","0,44","0,45","0,45","0,43","1,18M","-2,22%"
"03.06.2015","0,45","0,45","0,45","0,45","245,00K","0,00%"
"02.06.2015","0,45","0,46","0,46","0,45","577,00K","0,00%"
"01.06.2015","0,45","0,47","0,47","0,45","540,00K","-2,17%"
"29.05.2015","0,46","0,46","0,46","0,45","1,22M","0,00%"
"28.05.2015","0,46","0,45","0,47","0,45","1,64M","2,22%"
"27.05.2015","0,45","0,44","0,45","0,44","791,00K","2,27%"
"26.05.2015","0,44","0,45","0,45","0,44","1,63M","-2,22%"
"25.05.2015","0,45","0,45","0,45","0,44","837,00K","0,00%"
"22.05.2015","0,45","0,46","0,46","0,44","1,75M","-2,17%"
"21.05.2015","0,46","0,44","0,46","0,44","1,54M","4,55%"
"20.05.2015","0,44","0,46","0,47","0,44","1,67M","-2,22%"
"19.05.2015","0,45","0,51","0,51","0,45","5,48M","-11,76%"
"18.05.2015","0,51","0,52","0,54","0,50","6,60M","6,25%"
"15.05.2015","0,48","0,45","0,49","0,44","4,45M","6,67%"
"14.05.2015","0,45","0,46","0,46","0,45","1,72M","0,00%"
"13.05.2015","0,45","0,45","0,45","0,44","1,04M","0,00%"
"12.05.2015","0,45","0,45","0,46","0,44","1,21M","0,00%"
"11.05.2015","0,45","0,46","0,46","0,45","735,00K","0,00%"
"08.05.2015","0,45","0,44","0,46","0,44","2,11M","4,65%"
"07.05.2015","0,43","0,46","0,46","0,43","1,78M","-4,44%"
"06.05.2015","0,45","0,47","0,48","0,44","1,55M","-4,26%"
"05.05.2015","0,47","0,47","0,48","0,47","2,67M","0,00%"
"04.05.2015","0,47","0,48","0,50","0,47","3,01M","0,00%"
"30.04.2015","0,47","0,45","0,49","0,44","6,40M","6,82%"
"29.04.2015","0,44","0,43","0,45","0,42","1,15M","2,33%"
"28.04.2015","0,43","0,43","0,44","0,43","754,00K","0,00%"
"27.04.2015","0,43","0,45","0,46","0,42","1,46M","-4,44%"
"24.04.2015","0,45","0,44","0,45","0,43","1,46M","2,27%"
"23.04.2015","0,44","0,45","0,45","0,43","1,04M","-2,22%"
"22.04.2015","0,45","0,45","0,46","0,45","590,00K","0,00%"
"20.04.2015","0,45","0,46","0,46","0,45","575,00K","-2,17%"
"17.04.2015","0,46","0,45","0,46","0,44","840,00K","2,22%"
"16.04.2015","0,45","0,46","0,46","0,45","1,20M","-2,17%"
"15.04.2015","0,46","0,45","0,47","0,45","1,07M","2,22%"
"14.04.2015","0,45","0,46","0,46","0,45","1,02M","-2,17%"
"13.04.2015","0,46","0,47","0,47","0,45","1,82M","0,00%"
"10.04.2015","0,46","0,47","0,48","0,46","1,37M","0,00%"
"09.04.2015","0,46","0,46","0,47","0,46","724,00K","-2,13%"
"08.04.2015","0,47","0,47","0,48","0,46","1,26M","0,00%"
"07.04.2015","0,47","0,49","0,49","0,47","914,00K","-2,08%"
"06.04.2015","0,48","0,49","0,50","0,48","1,43M","-2,04%"
"02.04.2015","0,49","0,46","0,50","0,45","3,43M","6,52%"
"01.04.2015","0,46","0,45","0,47","0,45","1,42M","2,22%"
"31.03.2015","0,45","0,46","0,47","0,44","3,60M","-4,26%"
"30.03.2015","0,47","0,48","0,50","0,46","3,61M","-2,08%"
"27.03.2015","0,48","0,50","0,50","0,48","1,98M","-4,00%"
"26.03.2015","0,50","0,52","0,52","0,49","2,95M","-1,96%"
"25.03.2015","0,51","0,50","0,53","0,50","2,99M","2,00%"
"24.03.2015","0,50","0,48","0,51","0,48","4,53M","4,17%"
"23.03.2015","0,48","0,46","0,49","0,46","2,18M","4,35%"
"20.03.2015","0,46","0,47","0,50","0,46","2,50M","-2,13%"
"19.03.2015","0,47","0,51","0,52","0,47","4,13M","-7,84%"
"18.03.2015","0,51","0,52","0,57","0,50","9,75M","4,08%"
"17.03.2015","0,49","0,41","0,50","0,41","3,96M","16,67%"
"16.03.2015","0,42","0,43","0,44","0,41","2,16M","-2,33%"
"13.03.2015","0,43","0,45","0,45","0,43","1,53M","-4,44%"
"12.03.2015","0,45","0,47","0,47","0,45","884,00K","-2,17%"
"11.03.2015","0,46","0,45","0,46","0,45","806,00K","2,22%"
"10.03.2015","0,45","0,47","0,47","0,44","2,57M","-4,26%"
"09.03.2015","0,47","0,49","0,49","0,46","1,73M","-4,08%"
"06.03.2015","0,49","0,49","0,49","0,48","1,20M","0,00%"
"05.03.2015","0,49","0,51","0,51","0,48","1,37M","-2,00%"
"04.03.2015","0,50","0,49","0,51","0,49","1,65M","0,00%"
"03.03.2015","0,50","0,49","0,51","0,49","1,83M","2,04%"
"02.03.2015","0,49","0,54","0,54","0,48","3,08M","-9,26%"
"27.02.2015","0,54","0,55","0,55","0,54","2,09M","-1,82%"
"26.02.2015","0,55","0,55","0,55","0,53","2,36M","1,85%"
"25.02.2015","0,54","0,55","0,56","0,54","2,02M","-3,57%"
"24.02.2015","0,56","0,56","0,57","0,55","2,44M","0,00%"
"23.02.2015","0,56","0,55","0,57","0,55","2,05M","0,00%"
"20.02.2015","0,56","0,56","0,57","0,55","4,00M","1,82%"
"19.02.2015","0,55","0,57","0,57","0,54","3,18M","-1,79%"
"18.02.2015","0,56","0,55","0,60","0,55","4,46M","3,70%"
"13.02.2015","0,54","0,50","0,55","0,50","8,44M","10,20%"
"12.02.2015","0,49","0,48","0,51","0,48","5,53M","2,08%"
"11.02.2015","0,48","0,49","0,50","0,47","2,23M","-2,04%"
"10.02.2015","0,49","0,50","0,51","0,48","1,37M","0,00%"
"09.02.2015","0,49","0,47","0,51","0,47","2,99M","2,08%"
"06.02.2015","0,48","0,50","0,51","0,47","3,89M","-4,00%"
"05.02.2015","0,50","0,50","0,52","0,50","3,20M","0,00%"
"04.02.2015","0,50","0,52","0,54","0,49","8,06M","0,00%"
"03.02.2015","0,50","0,54","0,58","0,49","18,48M","4,17%"
"02.02.2015","0,48","0,40","0,49","0,39","12,53M","23,08%"
"30.01.2015","0,39","0,41","0,41","0,37","5,52M","-2,50%"
"29.01.2015","0,40","0,43","0,45","0,39","12,92M","-6,98%"
"28.01.2015","0,43","0,45","0,48","0,41","15,39M","-2,27%"
"27.01.2015","0,44","0,56","0,58","0,44","25,13M","-22,81%"
"26.01.2015","0,57","0,60","0,68","0,57","18,82M","-9,52%"
"23.01.2015","0,63","0,68","0,77","0,61","30,22M","0,00%"
"22.01.2015","0,63","0,50","0,68","0,50","24,09M","43,18%"
"21.01.2015","0,44","0,37","0,44","0,35","17,21M","33,33%"
"20.01.2015","0,33","0,30","0,34","0,30","11,69M","13,79%"
"19.01.2015","0,29","0,32","0,32","0,28","4,47M","-9,38%"
